1 1 7.8989e-10 -1.1609e-11
2 1 8.5069e-10 -2.8968e-11
3 1 6.5221e-11 -3.4957e-12
4 1 4.7927e-12 -3.3391e-13
5 1 4.1466e-13 -3.5186e-14
6 1 3.9951e-14 -3.8222e-15
7 1 3.9689e-15 -3.7743e-16
8 1 4.0384e-16 4.8084e-17
9 1 7.7783e-17 -2.8316e-17
10 1 -9.9038e-17 -1.4044e-16
11 1 -1.117e-16 -2.9389e-17
12 1 3.2652e-17 -1.9181e-17
13 1 -1.5527e-17 9.3287e-17
14 1 4.4315e-17 2.8684e-17
15 1 8.8668e-17 -1.1444e-16
16 1 -8.411e-17 -1.0211e-16
17 1 -1.5321e-16 1.29e-16
18 1 -1.9748e-17 8.28e-17
19 1 3.0595e-17 -7.3804e-17
20 1 2.2268e-17 -8.0752e-17
21 1 8.1974e-17 6.3667e-17
22 1 -2.9766e-17 2.0932e-17
23 1 -5.464e-16 -1.4377e-17
24 1 -4.5378e-15 -4.4789e-16
25 1 -4.3725e-14 -4.062e-15
26 1 -4.5161e-13 -3.8339e-14
27 1 -5.2205e-12 -3.6383e-13
28 1 -7.1044e-11 -3.8078e-12
29 1 -9.2664e-10 -3.1554e-11
30 1 -8.6041e-10 -1.2645e-11
1 2 1.3323e-09 -1.4831e-11
2 2 1.4482e-09 -3.471e-11
3 2 1.2605e-10 -4.2323e-12
4 2 1.1125e-11 -4.6782e-13
5 2 1.1287e-12 -5.1931e-14
6 2 1.172e-13 -5.5406e-15
7 2 1.2761e-14 -6.0429e-16
8 2 1.3422e-15 -4.3635e-19
9 2 7.2246e-17 6.1488e-17
10 2 -1.1687e-16 -2.0225e-16
11 2 -1.125e-16 2.5645e-17
12 2 -7.7354e-17 6.8211e-17
13 2 -2.6686e-17 7.6937e-17
14 2 -7.3637e-17 1.7117e-17
15 2 6.3468e-17 -1.8108e-16
16 2 1.4639e-16 -9.0676e-17
17 2 6.7059e-17 2.1316e-16
18 2 -2.3709e-17 1.2085e-17
19 2 -9.4576e-17 -3.7585e-18
20 2 4.3763e-17 -2.8793e-17
21 2 -2.4989e-18 3.6428e-17
22 2 -2.1441e-16 -2.1817e-17
