1 3.00783377163082e-06
2 4.48810129914228e-06
3 4.78833495930171e-06
4 4.82864016123992e-06
5 4.83472639990063e-06
6 4.83578461014984e-06
7 4.83603392166681e-06
8 4.83611533639072e-06
9 4.83614434629903e-06
10 4.83614555618493e-06
11 4.83611959222489e-06
12 4.83604633108416e-06
13 4.83583667768563e-06
14 4.83545692542724e-06
15 4.83823751217447e-06
16 4.8382375121818e-06
17 4.83545692541627e-06
18 4.83583667769788e-06
19 4.836046331078e-06
20 4.83611959223792e-06
21 4.83614555619808e-06
22 4.83614434630718e-06
23 4.83611533639635e-06
24 4.83603392166617e-06
25 4.835784610147e-06
26 4.83472639990997e-06
27 4.82864016125642e-06
28 4.78833495929206e-06
29 4.48810129914218e-06
30 3.0078337716176e-06
