1 0.002
2 1.67665522105465e-05
3 5.26593979653263e-06
4 4.90137369060427e-06
5 4.96457728412201e-06
6 4.87790668091448e-06
7 5.14445178905461e-06
8 4.30957283388595e-06
9 4.4417875164796e-06
10 4.78748658021331e-06
11 4.69515975481907e-06
12 4.64130812420029e-06
13 3.44470895534444e-06
14 6.53264689949505e-07
15 2.65214762690528e-08
16 7.5886850958086e-09
17 2.65214762258209e-08
18 6.53264689853879e-07
19 3.44470895508836e-06
20 4.641308120212e-06
21 4.69515971255684e-06
22 4.7874862467826e-06
23 4.44178479286469e-06
24 4.30955091221524e-06
25 5.14428422771048e-06
26 4.87646112116215e-06
27 4.95285089675019e-06
28 4.77172028050323e-06
29 4.24665171795485e-06
30 1.07847360836677e-05
31 0.002
