1 1 7.0668e-10 -1.0125e-11
2 1 7.629e-10 -2.5008e-11
3 1 6.0335e-11 -3.394e-12
4 1 4.4598e-12 -3.3178e-13
5 1 3.8493e-13 -3.5024e-14
6 1 3.7307e-14 -3.8105e-15
7 1 3.8187e-15 -4.8072e-16
8 1 4.8371e-16 -5.2169e-17
9 1 2.2921e-16 2.1813e-17
10 1 2.1004e-16 5.1898e-17
11 1 6.1071e-17 -1.1401e-16
12 1 -3.085e-17 2.7817e-17
13 1 2.9466e-17 3.6453e-17
14 1 -1.1506e-17 -2.6866e-17
15 1 -1.7879e-17 4.7019e-17
16 1 6.4434e-17 6.8062e-17
17 1 2.4335e-17 -2.2237e-17
18 1 5.3133e-17 6.9249e-17
19 1 1.2175e-16 -1.0273e-17
20 1 6.0611e-17 -1.8697e-17
21 1 -4.649e-17 -6.018e-17
22 1 -1.7107e-16 -1.8874e-17
23 1 -1.7128e-16 3.6802e-17
24 1 -5.4163e-16 5.286e-17
25 1 -4.3084e-15 -4.5476e-16
26 1 -4.0796e-14 -4.1493e-15
27 1 -4.1939e-13 -3.8131e-14
28 1 -4.858e-12 -3.6124e-13
29 1 -6.5722e-11 -3.6971e-12
30 1 -8.3101e-10 -2.7241e-11
31 1 -7.6977e-10 -1.1029e-11
1 2 1.1845e-09 -1.509e-11
2 2 1.2933e-09 -3.5288e-11
3 2 1.1824e-10 -3.8294e-12
4 2 1.0384e-11 -4.4182e-13
5 2 1.0559e-12 -5.0768e-14
6 2 1.1009e-13 -5.5624e-15
7 2 1.2023e-14 -6.4341e-16
8 2 1.4358e-15 -2.7134e-17
9 2 1.9401e-16 8.7599e-17
10 2 8.44e-17 8.4548e-17
11 2 1.0693e-16 -1.6916e-16
12 2 6.7122e-17 -6.7821e-17
13 2 3.4844e-17 1.1417e-17
14 2 5.9886e-17 1.0642e-17
15 2 1.4627e-16 5.8e-17
16 2 8.9584e-17 1.4975e-18
17 2 -2.1292e-17 -2.9521e-18
18 2 -7.6076e-18 7.6322e-17
19 2 -1.9617e-17 -2.6458e-17
20 2 -4.3255e-17 9.3505e-18
21 2 -3.0076e-17 -1.1129e-16
22 2 5.2414e-18 3.7646e-18
23 2 -1.5634e-16 5.6918e-17
24 2 -1.5947e-15 -3.6321e-18
25 2 -1.3147e-14 -6.1152e-16
26 2 -1.199e-13 -6.0377e-15
27 2 -1.1502e-12 -5.5276e-14
28 2 -1.1311e-11 -4.811e-13
29 2 -1.288e-10 -4.1714e-12
30 2 -1.4088e-09 -3.8439e-11
31 2 -1.2902e-09 -1.6438e-11
1 3 1.3226e-09 -5.6989e-12
2 3 1.444e-09 -1.13e-11
3 3 1.3322e-10 -1.1736e-12
4 3 1.3129e-11 -1.0395e-13
5 3 1.4047e-12 -1.6128e-14
6 3 1.5608e-13 -2.0348e-15
7 3 1.8359e-14 -2.0103e-16
8 3 2.1567e-15 2.78e-17
9 3 1.7467e-16 1.0605e-17
10 3 -1.1108e-16 7.1122e-17
11 3 -1.0522e-16 -5.3778e-17
12 3 -3.6244e-17 -3.9658e-17
13 3 5.1441e-17 -1.2065e-16
14 3 6.4299e-17 1.0537e-17
15 3 8.2193e-17 -1.0479e-17
16 3 1.0235e-16 -1.2425e-16
17 3 5.8904e-17 9.4689e-18
18 3 1.2165e-18 -4.4073e-17
19 3 -1.3787e-17 3.0628e-17
20 3 -7.2986e-17 3.1695e-17
21 3 -1.2011e-16 -4.948e-19
22 3 -1.507e-16 1.2459e-16
23 3 -4.164e-16 -2.9142e-17
24 3 -2.4958e-15 -6.2956e-17
25 3 -2.0095e-14 -1.9335e-16
26 3 -1.7002e-13 -2.1903e-15
27 3 -1.53e-12 -1.7584e-14
28 3 -1.4301e-11 -1.1319e-13
29 3 -1.4511e-10 -1.2783e-12
30 3 -1.5729e-09 -1.2309e-11
31 3 -1.4407e-09 -6.2078e-12
1 4 1.3393e-09 -8.41e-13
2 4 1.4668e-09 -1.1654e-12
3 4 1.3963e-10 -8.4904e-13
4 4 1.3545e-11 -6.1802e-14
5 4 1.5276e-12 2.556e-15
6 4 1.7658e-13 -1.1424e-16
7 4 2.1275e-14 7.0138e-18
8 4 2.4609e-15 -5.7645e-17
9 4 1.854e-16 1.2378e-17
10 4 -4.2909e-17 7.0703e-17
11 4 -1.0624e-16 6.2316e-17
12 4 -6.1011e-17 1.1864e-16
13 4 -2.8847e-17 -1.5758e-16
14 4 -9.774e-17 -1.129e-16
15 4 -9.1042e-17 -3.88e-17
16 4 -6.8795e-17 -7.7194e-17
17 4 -7.6787e-17 -3.9715e-17
18 4 5.047e-17 -8.3242e-17
19 4 6.6403e-18 -3.8848e-17
20 4 3.8293e-18 6.6591e-17
21 4 9.2661e-17 7.389e-17
22 4 1.0405e-17 1.0137e-16
23 4 -3.2207e-16 -3.8859e-17
24 4 -2.756e-15 -7.7528e-17
25 4 -2.3075e-14 7.1028e-18
26 4 -1.9223e-13 -7.9022e-17
27 4 -1.6638e-12 2.8132e-15
28 4 -1.4754e-11 -6.7258e-14
29 4 -1.521e-10 -9.2465e-13
30 4 -1.5977e-09 -1.2695e-12
31 4 -1.4589e-09 -9.1608e-13
1 5 1.3416e-09 -1.1917e-13
2 5 1.4701e-09 -1.5563e-13
3 5 1.4107e-10 -1.3162e-13
4 5 1.3899e-11 -8.0479e-14
5 5 1.528e-12 -4.5384e-15
6 5 1.8259e-13 5.6721e-16
7 5 2.2208e-14 1.1679e-16
8 5 2.7742e-15 -5.7618e-17
9 5 1.9653e-16 9.332e-17
10 5 -2.222e-16 3.6566e-17
11 5 -1.097e-16 1.2856e-16
12 5 -1.7647e-16 -1.7226e-17
13 5 -1.6029e-16 -9.7412e-17
14 5 -3.6061e-17 -1.172e-16
15 5 7.976e-18 4.6511e-17
16 5 2.812e-17 -1.3982e-16
17 5 -1.6484e-17 -2.3582e-17
18 5 -3.805e-17 -6.9945e-17
19 5 2.6538e-17 -1.3927e-16
20 5 1.4732e-17 7.5076e-17
21 5 -5.1108e-17 7.7873e-17
22 5 -4.0364e-17 -4.9493e-18
23 5 -3.8802e-16 1.7234e-17
24 5 -3.0389e-15 -7.3415e-17
25 5 -2.4219e-14 9.4426e-17
26 5 -1.989e-13 6.0821e-16
27 5 -1.6644e-12 -4.8743e-15
28 5 -1.514e-11 -8.7604e-14
29 5 -1.5367e-10 -1.4327e-13
30 5 -1.6014e-09 -1.6947e-13
31 5 -1.4614e-09 -1.2972e-13
1 6 1.3419e-09 -1.2074e-14
2 6 1.4706e-09 -8.2726e-15
3 6 1.4135e-10 -2.3979e-14
4 6 1.4007e-11 -1.5229e-14
5 6 1.5552e-12 -9.1053e-15
6 6 1.8052e-13 -4.8779e-16
7 6 2.259e-14 1.6063e-16
8 6 2.7916e-15 5.4762e-18
9 6 3.0862e-16 3.92e-17
10 6 5.8268e-17 5.9427e-17
11 6 2.6197e-17 2.5326e-17
12 6 2.067e-17 -7.7731e-17
13 6 -3.5772e-17 -6.2087e-17
14 6 -6.3815e-17 -5.5547e-17
15 6 -1.0908e-16 3.3726e-17
16 6 -1.2118e-16 -1.0087e-16
17 6 -1.1032e-16 -1.43e-16
18 6 -4.496e-17 -2.0783e-17
19 6 4.5236e-17 -8.2189e-17
20 6 5.0997e-17 -9.9429e-17
21 6 1.1262e-16 9.9662e-17
22 6 2.9483e-17 -3.6818e-17
23 6 -3.648e-16 -3.6094e-18
24 6 -2.9911e-15 -2.4498e-17
25 6 -2.4572e-14 1.3481e-16
26 6 -1.966e-13 -5.7616e-16
27 6 -1.6938e-12 -9.9441e-15
28 6 -1.5258e-11 -1.6654e-14
29 6 -1.5397e-10 -2.6074e-14
30 6 -1.6019e-09 -8.9274e-15
31 6 -1.4617e-09 -1.2918e-14
1 7 1.3419e-09 2.0211e-16
2 7 1.4707e-09 3.8038e-15
3 7 1.4141e-10 -3.3669e-15
4 7 1.4033e-11 -3.1354e-15
5 7 1.5652e-12 -1.9712e-15
6 7 1.8274e-13 -1.082e-15
7 7 2.205e-14 5.4763e-18
8 7 2.7268e-15 6.1641e-17
9 7 3.8345e-16 -2.6163e-17
10 7 -1.1446e-17 8.4959e-17
11 7 -1.8023e-16 -1.2818e-16
12 7 -2.2221e-16 9.6408e-17
13 7 -1.7501e-16 -4.6059e-17
14 7 -9.7938e-17 -1.9124e-17
15 7 2.658e-17 4.3241e-17
16 7 3.4369e-18 -4.9622e-17
17 7 -4.8196e-17 -1.0892e-16
18 7 9.2793e-17 5.8141e-17
19 7 7.6179e-17 4.5526e-18
20 7 5.2898e-17 -8.8169e-17
21 7 3.9991e-18 9.188e-17
22 7 -6.771e-18 -9.1814e-18
23 7 -2.763e-16 -4.2302e-17
24 7 -2.9671e-15 5.8695e-17
25 7 -2.4007e-14 -5.0951e-17
26 7 -1.9918e-13 -1.2477e-15
27 7 -1.7051e-12 -2.1117e-15
28 7 -1.5286e-11 -3.4883e-15
29 7 -1.5403e-10 -3.6894e-15
30 7 -1.602e-09 4.1182e-15
31 7 -1.4617e-09 4.0136e-16
1 8 1.3419e-09 4.9354e-17
2 8 1.4707e-09 6.6773e-17
3 8 1.4142e-10 5.696e-17
4 8 1.4037e-11 -7.4259e-17
5 8 1.5673e-12 -8.0414e-17
6 8 1.8355e-13 -7.8135e-17
7 8 2.2193e-14 6.7869e-17
8 8 2.6416e-15 3.118e-17
9 8 1.8889e-16 -2.7419e-17
10 8 -5.6691e-17 5.263e-17
11 8 6.1149e-17 -3.6458e-17
12 8 4.5969e-17 1.5988e-16
13 8 3.2867e-17 -1.3319e-16
14 8 -4.8519e-17 2.67e-17
15 8 -1.5105e-16 1.0161e-16
16 8 -2.5035e-17 -1.1279e-16
17 8 9.3579e-17 6.138e-17
18 8 1.5651e-17 -2.1154e-17
19 8 -9.2194e-17 -1.1407e-17
20 8 -8.4755e-17 6.3145e-17
21 8 4.0537e-17 2.2653e-16
22 8 5.7762e-17 6.071e-17
23 8 -2.851e-16 -3.6416e-17
24 8 -2.8828e-15 -3.9722e-17
25 8 -2.4223e-14 -7.2919e-17
26 8 -1.9986e-13 -8.4702e-17
27 8 -1.7072e-12 -8.8181e-17
28 8 -1.5291e-11 -5.0035e-17
29 8 -1.5404e-10 -4.8348e-17
30 8 -1.602e-09 1.1148e-16
31 8 -1.4617e-09 -4.4746e-17
1 9 1.3419e-09 -5.6101e-17
2 9 1.4707e-09 -3.8093e-15
3 9 1.4141e-10 3.4221e-15
4 9 1.4033e-11 3.1273e-15
5 9 1.5653e-12 1.9474e-15
6 9 1.8298e-13 1.0552e-15
7 9 2.2296e-14 1.2206e-16
8 9 2.8418e-15 -7.377e-17
9 9 3.565e-16 6.2141e-17
10 9 3.6189e-17 3.9518e-17
11 9 1.369e-17 1.8283e-16
12 9 4.9057e-17 5.8295e-17
13 9 8.1297e-18 -1.7286e-16
14 9 -9.5216e-17 -4.4835e-17
15 9 -1.6044e-16 1.08e-16
16 9 -9.2914e-17 6.1453e-18
17 9 -7.5337e-17 -6.1044e-17
18 9 -1.4092e-16 -1.2222e-16
19 9 -9.1047e-17 -1.439e-16
20 9 -2.556e-17 -1.3494e-17
21 9 -5.715e-17 2.9107e-16
22 9 -1.0798e-16 4.153e-17
23 9 -3.9369e-16 -4.0322e-17
24 9 -2.9626e-15 -2.6859e-16
25 9 -2.399e-14 2.9504e-17
26 9 -1.992e-13 1.092e-15
27 9 -1.7052e-12 1.9519e-15
28 9 -1.5286e-11 3.4428e-15
29 9 -1.5403e-10 3.6943e-15
30 9 -1.602e-09 -4.0508e-15
31 9 -1.4617e-09 -2.2518e-16
1 10 1.3419e-09 1.2113e-14
2 10 1.4706e-09 8.1391e-15
3 10 1.4135e-10 2.401e-14
4 10 1.4007e-11 1.5212e-14
5 10 1.555e-12 9.2916e-15
6 10 1.8048e-13 5.878e-16
7 10 2.2721e-14 -1.5305e-17
8 10 3.0103e-15 -3.9929e-17
9 10 5.1838e-16 8.669e-17
10 10 2.1595e-16 9.6973e-17
11 10 -9.866e-17 1.3219e-16
12 10 -2.1349e-16 -1.2619e-17
13 10 4.1636e-17 -6.7386e-17
14 10 2.1918e-16 -5.0217e-17
15 10 1.3441e-16 6.0444e-17
16 10 -4.9592e-17 1.8816e-16
17 10 -1.1265e-17 -6.371e-17
18 10 1.1305e-16 -1.4673e-17
19 10 5.0824e-17 -1.6436e-16
20 10 2.8176e-17 -2.7061e-17
21 10 9.1858e-21 1.5786e-16
22 10 -1.3708e-16 8.2708e-17
23 10 -5.3239e-16 6.5996e-17
24 10 -3.1143e-15 -1.5354e-16
25 10 -2.4569e-14 -1.556e-16
26 10 -1.9658e-13 4.498e-16
27 10 -1.6937e-12 9.985e-15
28 10 -1.5258e-11 1.6661e-14
