1 0.002
2 1.64895744976341e-05
3 4.50890674753624e-06
4 4.22047027445398e-06
5 4.18282118989202e-06
6 4.18053919540478e-06
7 4.18037266340603e-06
8 4.18050428404462e-06
9 4.1803811225772e-06
10 4.18042116250989e-06
11 4.1804173027411e-06
12 4.18042702905973e-06
13 4.18057479023513e-06
14 4.18135375904116e-06
15 4.2134280485922e-06
