1 0.002
2 2.84057267303875e-06
3 3.17850052102233e-07
4 2.01503247599823e-07
5 2.61954909970439e-07
6 3.10357782185707e-07
7 1.13271434704155e-06
8 6.90765814470686e-07
9 3.2888038616385e-07
10 2.54915521701003e-07
11 1.43368337882306e-07
12 1.24281478223061e-07
13 4.03855754634656e-07
14 9.77680747187555e-08
15 5.07851901395971e-09
16 9.27748234649753e-10
17 2.70135859033682e-09
18 7.20376697999852e-08
19 2.53580279068907e-07
20 1.19481827006036e-07
21 5.53378783069635e-08
22 1.59165936103247e-07
23 2.21557665074235e-07
24 1.34144782849132e-07
25 8.94970736768083e-08
26 8.8462662818363e-08
27 2.47587912692287e-07
28 2.40854189958895e-07
29 2.89055088247827e-07
30 2.4493688477424e-06
31 0.002
