1 1 0.5236
2 1 1.0692
3 1 1.0714
4 1 1.074
5 1 1.0753
6 1 1.0763
7 1 1.0773
8 1 1.0781
9 1 1.0785
10 1 1.0789
11 1 1.0797
12 1 1.0812
13 1 1.0819
14 1 1.0815
15 1 1.0827
16 1 1.0844
17 1 1.085
18 1 1.0853
19 1 1.0862
20 1 1.0874
21 1 1.0889
22 1 1.0896
23 1 1.0903
24 1 1.0916
25 1 1.0933
26 1 1.0958
27 1 1.0984
28 1 1.1031
29 1 1.1093
30 1 2.5656
  
1 2 0.5236
2 2 1.0658
3 2 1.0714
4 2 1.0749
5 2 1.0756
6 2 1.0768
7 2 1.0775
8 2 1.0786
9 2 1.0788
10 2 1.0799
11 2 1.0801
12 2 1.0813
13 2 1.0824
14 2 1.0823
15 2 1.0831
16 2 1.0849
17 2 1.0851
18 2 1.0857
19 2 1.087
20 2 1.0878
21 2 1.089
22 2 1.0901
23 2 1.0908
24 2 1.0927
25 2 1.0938
26 2 1.0966
27 2 1.0984
28 2 1.1047
29 2 1.1166
30 2 2.5656
  
1 3 0.5236
2 3 1.0621
3 3 1.0732
4 3 1.0725
5 3 1.0746
6 3 1.0763
7 3 1.0769
8 3 1.0782
9 3 1.078
10 3 1.079
11 3 1.0798
12 3 1.0811
13 3 1.0816
14 3 1.082
15 3 1.0828
16 3 1.0842
17 3 1.0851
18 3 1.0855
19 3 1.0863
20 3 1.0875
21 3 1.0889
22 3 1.0902
23 3 1.0904
24 3 1.0924
25 3 1.0936
26 3 1.0969
27 3 1.1007
28 3 1.101
29 3 1.1219
30 3 2.5656
  
1 4 0.5236
2 4 1.0678
3 4 1.0727
4 4 1.0729
5 4 1.0768
6 4 1.0762
7 4 1.0777
8 4 1.0786
9 4 1.0791
10 4 1.0796
11 4 1.0798
12 4 1.0818
13 4 1.0822
14 4 1.0819
15 4 1.0832
16 4 1.0848
17 4 1.0854
18 4 1.0857
19 4 1.0864
20 4 1.0882
21 4 1.0889
22 4 1.0899
23 4 1.0907
24 4 1.0923
25 4 1.0944
26 4 1.0948
27 4 1.1012
28 4 1.1023
29 4 1.1126
30 4 2.5656
  
1 5 0.5236
2 5 1.0645
3 5 1.0717
4 5 1.0741
5 5 1.0757
6 5 1.0752
7 5 1.0782
8 5 1.0775
9 5 1.0787
10 5 1.0795
11 5 1.0801
12 5 1.0809
13 5 1.082
14 5 1.0821
15 5 1.0828
16 5 1.0846
17 5 1.0847
18 5 1.0856
19 5 1.0866
20 5 1.0875
21 5 1.0888
22 5 1.0898
23 5 1.0912
24 5 1.0913
25 5 1.0951
26 5 1.0957
27 5 1.099
28 5 1.1035
29 5 1.1185
30 5 2.5656
  
1 6 0.5236
2 6 1.0654
3 6 1.0727
4 6 1.0723
5 6 1.0751
6 6 1.0761
7 6 1.0775
8 6 1.0778
9 6 1.0792
10 6 1.078
11 6 1.0806
12 6 1.0811
13 6 1.0821
14 6 1.0819
15 6 1.0827
16 6 1.0848
17 6 1.0854
18 6 1.0856
19 6 1.0867
20 6 1.0872
21 6 1.0904
22 6 1.0895
23 6 1.0913
24 6 1.092
25 6 1.0944
26 6 1.0969
27 6 1.1016
28 6 1.102
29 6 1.1164
30 6 2.5656
  
1 7 0.5236
2 7 1.0651
3 7 1.0718
4 7 1.0729
5 7 1.0762
6 7 1.0763
7 7 1.0769
8 7 1.0781
9 7 1.0792
10 7 1.0791
11 7 1.0802
12 7 1.081
13 7 1.0822
14 7 1.0817
15 7 1.0834
16 7 1.084
17 7 1.0853
18 7 1.0851
19 7 1.0869
20 7 1.0874
21 7 1.0891
22 7 1.0892
23 7 1.0909
24 7 1.0926
25 7 1.0939
26 7 1.0951
27 7 1.1006
28 7 1.1035
29 7 1.1174
30 7 2.5656
  
1 8 0.5236
2 8 1.0664
3 8 1.073
4 8 1.0743
5 8 1.0753
6 8 1.0757
7 8 1.0787
8 8 1.0784
9 8 1.0781
10 8 1.0799
11 8 1.0803
12 8 1.0812
13 8 1.0828
14 8 1.0812
15 8 1.0838
16 8 1.084
17 8 1.0863
18 8 1.0852
19 8 1.087
20 8 1.0874
21 8 1.0891
22 8 1.0907
23 8 1.0907
24 8 1.0911
25 8 1.0951
26 8 1.0967
27 8 1.0992
28 8 1.1016
29 8 1.115
30 8 2.5656
  
1 9 0.5236
2 9 1.0651
3 9 1.0718
4 9 1.0729
5 9 1.0762
6 9 1.0763
7 9 1.0769
8 9 1.0781
9 9 1.0792
10 9 1.0791
11 9 1.0802
12 9 1.081
13 9 1.0822
14 9 1.0817
15 9 1.0834
16 9 1.084
17 9 1.0853
18 9 1.0851
19 9 1.0869
20 9 1.0874
21 9 1.0891
22 9 1.0892
23 9 1.0909
24 9 1.0926
25 9 1.0939
26 9 1.0951
27 9 1.1006
28 9 1.1035
29 9 1.1174
30 9 2.5656
  
1 10 0.5236
2 10 1.0654
3 10 1.0727
4 10 1.0723
5 10 1.0751
6 10 1.0761
7 10 1.0775
8 10 1.0778
9 10 1.0792
10 10 1.078
11 10 1.0806
12 10 1.0811
13 10 1.0821
14 10 1.0819
15 10 1.0827
16 10 1.0848
17 10 1.0854
18 10 1.0856
19 10 1.0867
20 10 1.0872
21 10 1.0904
22 10 1.0895
23 10 1.0913
24 10 1.092
25 10 1.0944
26 10 1.0969
27 10 1.1016
28 10 1.102
29 10 1.1164
30 10 2.5656
  
1 11 0.5236
2 11 1.0645
3 11 1.0717
4 11 1.0741
5 11 1.0757
6 11 1.0752
7 11 1.0782
8 11 1.0775
9 11 1.0787
10 11 1.0795
11 11 1.0801
12 11 1.0809
13 11 1.082
14 11 1.0821
15 11 1.0828
16 11 1.0846
17 11 1.0847
18 11 1.0856
19 11 1.0866
20 11 1.0875
21 11 1.0888
22 11 1.0898
23 11 1.0912
24 11 1.0913
25 11 1.0951
26 11 1.0957
27 11 1.099
28 11 1.1035
29 11 1.1185
30 11 2.5656
  
1 12 0.5236
2 12 1.0678
3 12 1.0727
4 12 1.0729
5 12 1.0768
6 12 1.0762
7 12 1.0777
8 12 1.0786
9 12 1.0791
10 12 1.0796
11 12 1.0798
12 12 1.0818
13 12 1.0822
14 12 1.0819
15 12 1.0832
16 12 1.0848
17 12 1.0854
18 12 1.0857
19 12 1.0864
20 12 1.0882
21 12 1.0889
22 12 1.0899
23 12 1.0907
24 12 1.0923
25 12 1.0944
26 12 1.0948
27 12 1.1012
28 12 1.1023
29 12 1.1126
30 12 2.5656
  
1 13 0.5236
2 13 1.0621
3 13 1.0732
4 13 1.0725
5 13 1.0746
6 13 1.0763
7 13 1.0769
8 13 1.0782
9 13 1.078
10 13 1.079
11 13 1.0798
12 13 1.0811
13 13 1.0816
14 13 1.082
15 13 1.0828
16 13 1.0842
17 13 1.0851
18 13 1.0855
19 13 1.0863
20 13 1.0875
21 13 1.0889
22 13 1.0902
23 13 1.0904
24 13 1.0924
25 13 1.0936
26 13 1.0969
27 13 1.1007
28 13 1.101
29 13 1.1219
30 13 2.5656
  
1 14 0.5236
2 14 1.0658
3 14 1.0714
4 14 1.0749
5 14 1.0756
6 14 1.0768
7 14 1.0775
8 14 1.0786
9 14 1.0788
10 14 1.0799
11 14 1.0801
12 14 1.0813
13 14 1.0824
14 14 1.0823
15 14 1.0831
16 14 1.0849
17 14 1.0851
18 14 1.0857
19 14 1.087
20 14 1.0878
21 14 1.089
22 14 1.0901
23 14 1.0908
24 14 1.0927
25 14 1.0938
26 14 1.0966
27 14 1.0984
28 14 1.1047
29 14 1.1166
30 14 2.5656
  
1 15 0.5236
2 15 1.0692
3 15 1.0714
4 15 1.074
5 15 1.0753
6 15 1.0763
7 15 1.0773
8 15 1.0781
9 15 1.0785
10 15 1.0789
11 15 1.0797
12 15 1.0812
13 15 1.0819
14 15 1.0815
