1 0.002
2 0.0025514878998645
3 0.00418886876320415
4 0.00502609443428563
5 0.00504120323032805
6 0.00454260821245838
7 0.00385100954929129
8 0.00317112055090465
9 0.00262001613419132
10 0.00229800843313304
11 0.00230792426056542
12 0.00270008555790664
13 0.00339340608811645
14 0.00414796424974885
15 0.00464238450727168
16 0.0046421611106728
17 0.00414746209040998
18 0.00339298288852374
19 0.00269996543278972
20 0.00230796565322142
21 0.00229777352864003
22 0.00261909386011227
23 0.00316943866379354
24 0.00384887943330347
25 0.00454042819075831
26 0.00503896276090963
27 0.00502285463128752
28 0.00418173517751386
29 0.00252748492846272
30 0.002
