1 1 0.002
2 1 1.6767e-05
3 1 5.2659e-06
4 1 4.9014e-06
5 1 4.9646e-06
6 1 4.8779e-06
7 1 5.1445e-06
8 1 4.3096e-06
9 1 4.4418e-06
10 1 4.7875e-06
11 1 4.6952e-06
12 1 4.6413e-06
13 1 3.4447e-06
14 1 6.5326e-07
15 1 2.6521e-08
16 1 7.5887e-09
17 1 2.6521e-08
18 1 6.5326e-07
19 1 3.4447e-06
20 1 4.6413e-06
21 1 4.6952e-06
22 1 4.7875e-06
23 1 4.4418e-06
24 1 4.3096e-06
25 1 5.1443e-06
26 1 4.8765e-06
27 1 4.9529e-06
28 1 4.7717e-06
29 1 4.2467e-06
30 1 1.0785e-05
31 1 0.002
  
1 2 0.002
2 2 1.6767e-05
3 2 5.2659e-06
4 2 4.9014e-06
5 2 4.9646e-06
6 2 4.8779e-06
7 2 5.1445e-06
8 2 4.3096e-06
9 2 4.4418e-06
10 2 4.7875e-06
11 2 4.6952e-06
12 2 4.6413e-06
13 2 3.4447e-06
14 2 6.5326e-07
15 2 2.6521e-08
16 2 7.5887e-09
17 2 2.6521e-08
18 2 6.5326e-07
19 2 3.4447e-06
20 2 4.6413e-06
21 2 4.6952e-06
22 2 4.7875e-06
23 2 4.4418e-06
24 2 4.3096e-06
25 2 5.1443e-06
26 2 4.8765e-06
27 2 4.9529e-06
28 2 4.7717e-06
29 2 4.2467e-06
30 2 1.0785e-05
31 2 0.002
  
1 3 0.002
2 3 1.6767e-05
3 3 5.2659e-06
4 3 4.9014e-06
5 3 4.9646e-06
6 3 4.8779e-06
7 3 5.1445e-06
8 3 4.3096e-06
9 3 4.4418e-06
10 3 4.7875e-06
11 3 4.6952e-06
12 3 4.6413e-06
13 3 3.4447e-06
14 3 6.5326e-07
15 3 2.6521e-08
16 3 7.5887e-09
17 3 2.6521e-08
18 3 6.5326e-07
19 3 3.4447e-06
20 3 4.6413e-06
21 3 4.6952e-06
22 3 4.7875e-06
23 3 4.4418e-06
24 3 4.3096e-06
25 3 5.1443e-06
26 3 4.8765e-06
27 3 4.9529e-06
28 3 4.7717e-06
29 3 4.2467e-06
30 3 1.0785e-05
31 3 0.002
  
1 4 0.002
2 4 1.6767e-05
3 4 5.2659e-06
4 4 4.9014e-06
5 4 4.9646e-06
6 4 4.8779e-06
7 4 5.1445e-06
8 4 4.3096e-06
9 4 4.4418e-06
10 4 4.7875e-06
11 4 4.6952e-06
12 4 4.6413e-06
13 4 3.4447e-06
14 4 6.5326e-07
15 4 2.6521e-08
16 4 7.5887e-09
17 4 2.6521e-08
18 4 6.5326e-07
19 4 3.4447e-06
20 4 4.6413e-06
21 4 4.6952e-06
22 4 4.7875e-06
23 4 4.4418e-06
24 4 4.3096e-06
25 4 5.1443e-06
26 4 4.8765e-06
27 4 4.9529e-06
28 4 4.7717e-06
29 4 4.2467e-06
30 4 1.0785e-05
31 4 0.002
  
1 5 0.002
2 5 1.6767e-05
3 5 5.2659e-06
4 5 4.9014e-06
5 5 4.9646e-06
6 5 4.8779e-06
7 5 5.1445e-06
8 5 4.3096e-06
9 5 4.4418e-06
10 5 4.7875e-06
11 5 4.6952e-06
12 5 4.6413e-06
13 5 3.4447e-06
14 5 6.5326e-07
15 5 2.6521e-08
16 5 7.5887e-09
17 5 2.6521e-08
18 5 6.5326e-07
19 5 3.4447e-06
20 5 4.6413e-06
21 5 4.6952e-06
22 5 4.7875e-06
23 5 4.4418e-06
24 5 4.3096e-06
25 5 5.1443e-06
26 5 4.8765e-06
27 5 4.9529e-06
28 5 4.7717e-06
29 5 4.2467e-06
30 5 1.0785e-05
31 5 0.002
  
1 6 0.002
2 6 1.6767e-05
3 6 5.2659e-06
4 6 4.9014e-06
5 6 4.9646e-06
6 6 4.8779e-06
7 6 5.1445e-06
8 6 4.3096e-06
9 6 4.4418e-06
10 6 4.7875e-06
11 6 4.6952e-06
12 6 4.6413e-06
13 6 3.4447e-06
14 6 6.5326e-07
15 6 2.6521e-08
16 6 7.5887e-09
17 6 2.6521e-08
18 6 6.5326e-07
19 6 3.4447e-06
20 6 4.6413e-06
21 6 4.6952e-06
22 6 4.7875e-06
23 6 4.4418e-06
24 6 4.3096e-06
25 6 5.1443e-06
26 6 4.8765e-06
27 6 4.9529e-06
28 6 4.7717e-06
29 6 4.2467e-06
30 6 1.0785e-05
31 6 0.002
  
1 7 0.002
2 7 1.6767e-05
3 7 5.2659e-06
4 7 4.9014e-06
5 7 4.9646e-06
6 7 4.8779e-06
7 7 5.1445e-06
8 7 4.3096e-06
