1 0.002
2 4.4979932256448e-06
3 7.02620664344357e-07
4 6.30297494172096e-07
5 4.82026893327127e-07
6 6.12050257539991e-07
7 6.35744421363548e-07
8 6.86628383964592e-07
9 7.55438500437372e-07
10 5.7591901538706e-08
11 5.77031323231575e-09
12 1.81198069230984e-09
13 1.51683907551016e-09
14 4.35608154925827e-09
15 5.13470464201393e-08
16 7.48815342210176e-07
17 5.90208206535751e-07
18 5.20525377662487e-07
19 5.57355782024562e-07
20 4.51284881489245e-07
21 6.07486085268747e-07
22 6.74227352155041e-07
23 3.8657692044754e-06
24 0.002
