1 0.002
2 5.29989058154181e-06
3 3.38950449490999e-07
4 1.66738557636333e-07
5 3.41333947994287e-07
6 3.28612034313138e-07
7 1.67837933581621e-07
8 3.16457347430642e-07
9 3.46063665284959e-07
10 1.30745990321693e-07
11 3.35668401807666e-07
12 4.60757848563587e-07
13 2.76619095544192e-08
14 2.92810898019838e-09
15 4.03578988024589e-10
16 7.29792188853553e-11
17 4.47123344814452e-10
18 2.52198732010773e-09
19 2.76619860466214e-08
20 5.03010037046971e-07
21 3.83723136296666e-07
22 1.20410172227869e-07
23 3.77881797985581e-07
24 3.14433121837498e-07
25 1.71235249007039e-07
26 3.09601939675186e-07
27 4.07409319254218e-07
28 2.21057127001316e-07
29 4.20954721533266e-07
30 4.47384123368903e-06
31 0.002
