1 0.002
2 1.70945755668052e-05
3 5.19699157504789e-06
4 4.90037422346057e-06
5 4.87879255348592e-06
6 4.92217611266759e-06
7 4.97258778282668e-06
8 4.14642020767169e-06
9 4.58120759813293e-06
10 4.69348962103513e-06
11 4.72375863645294e-06
12 4.73786916002355e-06
13 4.74524747228611e-06
14 4.7489966351369e-06
15 4.75358662884479e-06
16 4.75358663533624e-06
17 4.74899664072174e-06
18 4.74524747315415e-06
19 4.73786915547895e-06
20 4.72375859339211e-06
21 4.69348927970011e-06
22 4.58120489414304e-06
23 4.14639848790647e-06
24 4.97241821482274e-06
25 4.92070749403537e-06
26 4.86714055569127e-06
27 4.7749354291193e-06
28 4.16337314624226e-06
29 1.11579612172592e-05
30 0.002
