1 9.31051778642223e-07
2 4.17216914702095e-06
3 6.36742924923676e-06
4 7.12662443838687e-06
5 7.07905542542185e-06
6 7.61046988043501e-06
7 7.31831651571113e-06
8 4.92645587686315e-06
9 1.86984807164932e-06
10 2.14397187819368e-07
11 3.88424452671713e-08
12 2.1637358335097e-09
13 6.91401836147037e-10
14 5.19100024944807e-11
15 1.46492965933386e-11
16 8.16505700839443e-12
17 1.34500055366065e-12
18 9.52794357494918e-14
19 1.34821556965254e-13
20 2.98267768967772e-14
